year,hud_name,code,total_units,pct_occupied,zip,address
2021,LOUIS HEATON PINK,NY005000890,1500,98.0,11208,1209 Loring Ave
2021,HERBERT H. LEHMAN VILLAGE,NY005001010,617,99.0,10029,1641 Madison Ave
2021,BUTLER,NY005001130,1476,98.0,10456,1348 Webster Ave
2021,JOHN ADAMS,NY005001180,925,98.0,10455,680 Tinton Ave
2021,MOTT HAVEN,NY005001210,992,98.0,10454,383 E 141st St Apt
2021,LAFAYETTE,NY005001220,880,98.0,11205,456 Dekalb Ave
2021,DE WITT CLINTON,NY005001230,748,98.0,10029,1760 Lexington Ave
2021,ROBERT FULTON,NY005001360,944,99.0,10011,418 W 17th St
2021,POLO GROUNDS TOWERS,NY005001490,1614,98.0,10039,2931 8th Ave
2021,BCH.41 ST/BCH. CHANNEL DR,NY005001650,712,97.0,11691,438 Beach 40th St
2021,WHITMAN,NY005005140,1636,98.0,11205,81 N Portland Ave
2021,PSS Grandparent Family Apartments,NY005005600,50,98.0,10459,951 Prospect Ave
2021,HARLEM RIVER,NY005010030,1247,93.0,10032,1945 Amsterdam Ave
2021,VLADECK,NY005010060,1763,97.0,10002,622 Water St
2021,SOUTH JAMAICA II,NY005010080,1040,97.0,11433,10616 159th St
2021,EAST RIVER,NY005010090,2072,96.0,10029,2029 2nd Ave
2021,KINGSBOROUGH,NY005010100,1342,98.0,11233,447 Kingsborough 4th Walk
2021,WEST BRIGHTON I & II,NY005010130,632,87.0,10310,820 Henderson Ave
2021,JACOB RIIS,NY005010180,1764,99.0,10009,1141 FDR Dr
2021,AMSTERDAM,NY005010220,1459,98.0,10019,530 W 55th St
2021,MELROSE,NY005010280,1242,98.0,10451,321 E 153rd St
2021,KING TOWERS,NY005010300,1374,98.0,10026,1370 5th Ave
2021,ALBANY I & II,NY005010310,1221,97.0,11213,1191 Park Pl
2021,BRONX RIVER & ADDITION,NY005010320,1552,98.0,10472,1350 Manor Ave
2021,EASTCHESTER GARDENS,NY005010340,1054,97.0,10461,3033 Middletown Rd
2021,SOUTH BEACH,NY005010350,697,98.0,10305,70 New Ln
2021,NOSTRAND,NY005010360,2202,98.0,11229,2263 Batchelder St
2021,PELHAM PARKWAY,NY005010390,1498,99.0,10467,2440 Boston Rd
2021,SEDGEWICK,NY005010450,931,97.0,10453,228 W Tremont Ave
2021,PARKSIDE,NY005010470,1611,98.0,10467,712 E Gun Hill Rd
2021,BARUCH,NY005010600,2391,97.0,10002,72 Columbia St Apt
2021,GEORGE WASHINGTON,NY005010620,1960,98.0,10029,110 E 99th St
2021,THROGGS NECK,NY005010630,1720,98.0,10465,560 Balcom Ave
2021,JEFFERSON,NY005010640,1659,97.0,10035,306 E 117th St
2021,JUSTICE SONIA SOTOMAYOR HOUSES,NY005010670,1723,97.0,10462,2125 Glebe Ave
2021,CYPRESS HILLS,NY005010700,1507,98.0,11208,1230 Sutter Ave
2021,SUMNER,NY005010730,1416,98.0,11206,303 Vernon Ave
2021,SEN. ROBERT F. WAGNER SR.,NY005010740,2154,98.0,10035,20 Paladino Ave
2021,HAMMEL,NY005010750,879,97.0,11692,7115 Beach Channel Dr
2021,LA GUARDIA,NY005010760,1491,98.0,10002,286 South St
2021,FREDERICK DOUGLASS & ADD.,NY005010820,2350,98.0,10025,870 Columbus Ave
2021,MILL BROOK & EXTENSION,NY005010840,1377,97.0,10454,600 E 137th St
2021,HYLAN,NY005010860,209,98.0,11206,131 Moore St
2021,BAISLEY PARK,NY005010910,894,98.0,11433,9233 170th St
2021,E.R. MOORE,NY005010930,463,98.0,10455,525 Jackson Ave
2021,SEN. ROBERT A. TAFT,NY005010970,1562,98.0,10029,1365 5th Ave
2021,OCEAN BAY (BAYSIDE),NY005010980,418,97.0,11692,306 Beach 56th St
2021,SAMUEL GOMPERS,NY005011000,1505,98.0,10002,100 Pitt St
2021,GOUVERNEUR MORRIS I,NY005011020,1885,98.0,10456,1465 Washington Ave Apt
2021,RICHMOND TERRACE,NY005011170,866,92.0,10301,145 Cassidy Pl
2021,"W.S.U.R. SITES A, B & C",NY005011270,978,97.0,10025,201 W 93rd St
2021,TOMPKINS,NY005011310,1045,98.0,11206,760 Park Ave
2021,1010 E. 178TH ST.,NY005011330,218,98.0,10460,1010 E 178th St
2021,J.L. ELLIOT,NY005011340,685,98.0,10001,288 10th Ave
2021,ELEANOR ROOSEVELT I,NY005011350,1102,98.0,11206,109 Lewis Ave
2021,BOSTON-SECOR,NY005011380,538,97.0,10475,3555 Bivona St
2021,STANLEY ISAACS,NY005011390,1322,99.0,10128,405 E 92nd St
2021,DANIEL WEBSTER,NY005011410,812,97.0,10456,1260 Webster Ave Apt
2021,JOHN P. MITCHEL,NY005011450,1730,98.0,10454,225 Willis Ave
2021,NATHAN STRAUS,NY005011530,267,97.0,10016,224 E 28th St
2021,OCEAN HILL APTS,NY005011620,361,98.0,11233,33 Saratoga Ave
2021,WYCKOFF GARDENS,NY005011630,827,98.0,11238,487 Carlton Ave Apt
2021,GERALD J.CAREY GARDENS,NY005011660,1254,98.0,11224,2946 W 23rd St
2021,WILLIAM REID APTS,NY005011670,801,98.0,11203,728 E New York Ave
2021,LANGSTON HUGHES APTS,NY005011680,1027,97.0,11212,393 Powell St
2021,SETH LOW,NY005011690,975,97.0,11212,157 Belmont Ave
2021,SURFSIDE GARDENS,NY005011700,1506,97.0,11224,2926 W 25th St
2021,GRAVESEND,NY005011720,1330,95.0,11224,2950 W 35th St
2021,LEWIS H. LATIMER GARDENS,NY005011860,918,98.0,11354,3425 Linden Pl Apt
2021,PENNSYLVANIA/WORTMAN AVES,NY005011940,624,,11207,875 Pennsylvania Ave
2021,FT INDEPENDENCE/HEATH AVE,NY005012020,575,98.0,10463,3340 Bailey Ave
2021,FHA REPOSSESSED HOUSES V,NY005012090,199,58.0,11208,305 Atkins Ave
2021,STUYVESANT GARDENS I,NY005012210,479,98.0,11221,150 Malcolm X Blvd
2021,TWIN PARKS WEST SITES 1&2,NY005012270,458,98.0,10457,2111 Lafontaine Ave
2021,TAYLOR ST/WYTHE AVE,NY005012340,525,100.0,11249,626 Wythe Pl
2021,U.P.A.C.A. URA (SITE 5),NY005012410,615,98.0,10035,110 E 129th St Apt
2021,BORINQUEN PLAZA STAGE I,NY005012430,934,98.0,11206,60 Moore St
2021,MARCUS GARVEY (GROUP A),NY005012520,520,97.0,11212,10 Amboy St
2021,PEDRO A. CAMPOS PLAZA II,NY005012570,224,99.0,10009,612 E 14th St
2021,UNITY PLAZA SITES 4-27,NY005012610,1015,80.0,11207,390 Georgia Ave
2021,ANDREW JACKSON,NY005012670,1711,98.0,10451,3135 Park Ave
2021,SACK-WERN HOUSES,NY005012800,812,98.0,10473,750 Croes Ave
2021,LOWER EAST SIDE II,NY005012920,476,98.0,10009,251 E 3rd St
2021,CLAREMONT GROUP IV,NY005013080,741,95.0,10456,1020 College Ave
2021,TAFT REHAB 201-203 W. 117,NY005013170,268,97.0,10026,203 W 117th St
2021,UNIVERSITY AVE REHAB,NY005013410,414,100.0,10453,1925 University Ave
2021,UNION AVE/E 163RD SITE 5,NY005013420,912,97.0,10459,950 Union Ave
2021,HOWARD AVE/PARK PLACE,NY005013510,892,97.0,11233,2041 Pacific St Apt
2021,LOWER EAST SIDE III,NY005013590,104,100.0,10024,154 W 84th St
2021,WEST FARMS ROAD,NY005015300,830,97.0,10459,1317 W Farms Rd
2021,HIGHBRDGE REHAB/ANDERSON AVE,NY005015310,20,,10459,1143 Longfellow Ave
2021,MARBLE HILL,NY005020490,1425,98.0,10463,5210 Broadway
2021,CASTLE HILL,NY005020800,1619,98.0,10473,535 Havemeyer Ave
2021,MANHATTANVILLE,NY005020810,1068,97.0,10027,1470 Amsterdam Ave
2021,MARLBORO,NY005020830,1413,98.0,11223,29 Avenue W
2021,BUSHWICK,NY005020860,1011,98.0,11206,869 Flushing Ave
2021,BAY VIEW,NY005020920,1269,98.0,11236,5995 Shore Pkwy
2021,SAINT MARY'S PARK,NY005020930,797,97.0,10455,595 Trinity Ave
2021,RUTGERS,NY005020990,619,97.0,10002,160 Madison St
2021,DREW HAMILTON,NY005021110,933,97.0,10030,200 W 143rd St
2021,STAPLETON,NY005021140,565,95.0,10304,27 Warren St
2021,CHELSEA,NY005021340,357,98.0,10001,415 W 25th St
2021,AMSTERDAM ADDITION,NY005021870,149,99.0,10023,240 W 65th St
2021,FREDERICK SAMUEL (CITY),NY005023770,559,96.0,10030,2441 A C Powell Blvd
2021,1070 Washington Avenue,NY005024000,21,100.0,10456,1070 Washington Ave
2021,PROSPECT PLAZA PHASE I,NY005025000,38,100.0,11233,1765 Prospect Pl
2021,PROSPECT PLAZA PHASE II,NY005025001,42,100.0,11233,396 Saratoga Ave
2021,MISSING,NY005026001,147,100.0,10026,234 W 114th St Apt 111
2021,REV. MADDEN SR. CTZ. APTS,NY023000002,150,99.0,11520,240 S Main St
2021,DR E MITCHELL MALLETTE,NY023000003,100,100.0,11520,100 N Main St
2021,NEWBRIDGE GARDENS,NY046000001,354,97.0,11575,2 Babylon Tpke Apt 1
2021,PARK GARDENS,NY046000003,106,96.0,11572,2900 Rockaway Ave Apt 1A
2021,INWOOD GARDENS,NY046000004,369,98.0,11096,82 Saint George Pl
2021,MEADOWBROOK GARDENS,NY046000005,104,84.0,11010,1170 Martha Pl Apt 1
2021,CHANNEL PARK HOMES,NY050001001,108,98.0,11561,500 Centre St
2021,SOL SCHER APTS,NY050002001,266,98.0,11561,225 W Park Ave
2021,DALY and KENNEDY HGTS HOME,NY069000001,209,94.0,11542,8 Mason Dr
2021,TOTTEN TOWERS,NY085000001,105,90.0,11550,20 Totten St
2021,GEN D MACARTHUR SR,NY085000002,176,96.0,11550,260 Clinton St
2021,ROCKVILLE MANOR,NY100000001,50,98.0,11570,579 Merrick Rd
2021,GREAT NECK SNR CZNS HSG,NY144000001,75,100.0,11023,700 Middle Neck Rd
2022,RED HOOK I (EAST),NY005000040,1405,93.0,11231,624 Clinton St
2022,INGERSOLL,NY005000140,1711,96.0,11205,46 Saint Edwards St
2022,BROWNSVILLE,NY005000160,1324,97.0,11212,275 Blake Ave
2022,J.W. JOHNSON,NY005000170,1297,97.0,10029,1839 Lexington Ave
2022,LINCOLN,NY005000200,1282,96.0,10037,60 E 135th St
2022,MARCY,NY005000210,1706,98.0,11206,542 Marcy Ave
2022,WALD,NY005000230,1861,97.0,10009,30 Avenue D
2022,LESTER W. PATTERSON,NY005000240,1788,97.0,10451,281 E 143rd St
2022,GOWANUS,NY005000250,1134,98.0,11217,417 Baltic St
2022,GOVERNOR SMITH,NY005000270,1934,97.0,10038,20 Catherine St Apt 27001001
2022,FARRAGUT,NY005000290,1389,98.0,11201,237 Nassau St
2022,WOODSIDE,NY005000330,1356,97.0,11377,5030 Broadway
2022,RALPH J. RANGEL,NY005000370,983,97.0,10039,159-44 Harlem River Dr
2022,ST NICHOLAS,NY005000380,1522,96.0,10027,230 W 129th St
2022,DYCKMAN,NY005000410,1167,97.0,10034,3716 10th Ave
2022,GLENWOOD,NY005000440,1187,98.0,11234,937 E 56th St
2022,GEN. CHARLES W. BERRY,NY005000520,1008,94.0,10306,1754 Richmond Rd
2022,POMONOK,NY005000530,2070,97.0,11365,7040 Parsons Blvd
2022,REDFERN,NY005000550,603,95.0,11691,1302 Redfern Ave
2022,BREUKELEN,NY005000560,1594,97.0,11236,757 E 103rd St
2022,EDENWALD,NY005000570,2034,95.0,10466,1151 E 229th St
2022,CARVER,NY005000580,1246,97.0,10029,65 E 99th St
2022,FOREST,NY005000590,2031,96.0,10456,750 E 163rd St
2022,VAN DYKE I,NY005000610,1599,97.0,11212,414 Sutter Ave
2022,BREVOORT,NY005000650,894,97.0,11233,1865 Fulton St
2022,COOPER PARK,NY005000690,699,97.0,11211,401 Morgan Ave
2022,SOUNDVIEW,NY005000710,1257,97.0,10473,1704 Seward Ave
2022,HOWARD,NY005000720,1812,96.0,11212,275 Livonia Ave
2022,MARINERS HARBOR,NY005000770,606,95.0,10303,20 Roxbury St
2022,HIGHBRIDGE GARDENS,NY005000780,699,97.0,10452,1075 University Ave
2022,RED HOOK II,NY005000790,1464,93.0,11231,82 Dwight St
2022,GENERAL GRANT,NY005000870,1940,97.0,10027,3170 Broadway
2022,JAMES MONROE,NY005000880,1101,96.0,10473,1785 Story Ave
2022,LOUIS HEATON PINK,NY005000890,1500,98.0,11208,1209 Loring Ave
2022,HERBERT H. LEHMAN VILLAGE,NY005001010,617,99.0,10029,80 E 110th St
2022,BUTLER,NY005001130,1476,97.0,10456,1348 Webster Ave
2022,JOHN ADAMS,NY005001180,925,96.0,10455,680 Tinton Ave
2022,MOTT HAVEN,NY005001210,992,96.0,10454,383 E 141st St Apt
2022,LAFAYETTE,NY005001220,880,96.0,11205,456 Dekalb Ave
2022,DE WITT CLINTON,NY005001230,748,98.0,10029,1760 Lexington Ave
2022,ROBERT FULTON,NY005001360,944,97.0,10011,418 W 17th St
2022,POLO GROUNDS TOWERS,NY005001490,1614,97.0,10039,2931 8th Ave
2022,BCH.41 ST/BCH. CHANNEL DR,NY005001650,712,96.0,11691,438 Beach 40th St
2022,WHITMAN,NY005005140,1636,96.0,11205,81 N Portland Ave
2022,PSS Grandparent Family Apartments,NY005005600,50,,10459,951 Prospect Ave
2022,HARLEM RIVER,NY005010030,557,89.0,10032,1945 Amsterdam Ave
2022,VLADECK,NY005010060,1763,96.0,10002,622 Water St
2022,SOUTH JAMAICA II,NY005010080,1040,95.0,11433,10616 159th St
2022,EAST RIVER,NY005010090,2072,94.0,10029,2029 2nd Ave
2022,KINGSBOROUGH,NY005010100,1342,95.0,11233,447 Kingsborough 4th Walk
2022,WEST BRIGHTON I & II,NY005010130,633,84.0,10310,820 Henderson Ave
2022,JACOB RIIS,NY005010180,1764,97.0,10009,1141 FDR Dr
2022,AMSTERDAM,NY005010220,1459,97.0,10019,530 W 55th St
2022,MELROSE,NY005010280,1242,97.0,10451,321 E 153rd St
2022,KING TOWERS,NY005010300,1374,98.0,10026,1370 5th Ave
2022,ALBANY I & II,NY005010310,1221,96.0,11213,1191 Park Pl
2022,BRONX RIVER & ADDITION,NY005010320,1552,93.0,10472,1350 Manor Ave
2022,EASTCHESTER GARDENS,NY005010340,1054,95.0,10461,3033 Middletown Rd
2022,SOUTH BEACH,NY005010350,697,96.0,10305,70 New Ln
2022,NOSTRAND,NY005010360,2202,97.0,11229,2263 Batchelder St
2022,PELHAM PARKWAY,NY005010390,1498,95.0,10467,2440 Boston Rd
2022,SEDGEWICK,NY005010450,931,96.0,10453,228 W Tremont Ave
2022,PARKSIDE,NY005010470,1611,97.0,10467,712 E Gun Hill Rd
2022,BARUCH,NY005010600,2390,96.0,10002,72 Columbia St Apt
2022,GEORGE WASHINGTON,NY005010620,1960,97.0,10029,110 E 99th St
2022,THROGGS NECK,NY005010630,1720,96.0,10465,560 Balcom Ave
2022,JEFFERSON,NY005010640,1659,96.0,10035,306 E 117th St
2022,JUSTICE SONIA SOTOMAYOR HOUSES,NY005010670,1722,96.0,10462,2125 Glebe Ave
2022,CYPRESS HILLS,NY005010700,1506,97.0,11208,1230 Sutter Ave
2022,SUMNER,NY005010730,1416,96.0,11206,303 Vernon Ave
2022,SEN. ROBERT F. WAGNER SR.,NY005010740,2154,96.0,10035,20 Paladino Ave
2022,HAMMEL,NY005010750,879,95.0,11692,7115 Beach Channel Dr
2022,LA GUARDIA,NY005010760,1491,96.0,10002,286 South St
2022,FREDERICK DOUGLASS & ADD.,NY005010820,2350,96.0,10025,870 Columbus Ave
2022,MILL BROOK & EXTENSION,NY005010840,1377,96.0,10454,600 E 137th St
2022,HYLAN,NY005010860,209,98.0,11206,131 Moore St
2022,BAISLEY PARK,NY005010910,894,94.0,11433,9233 170th St
2022,E.R. MOORE,NY005010930,463,97.0,10455,525 Jackson Ave
2022,SEN. ROBERT A. TAFT,NY005010970,1562,96.0,10029,1365 5th Ave
2022,OCEAN BAY (BAYSIDE),NY005010980,417,96.0,11692,306 Beach 56th St
2022,SAMUEL GOMPERS,NY005011000,1505,96.0,10002,100 Pitt St
2022,GOUVERNEUR MORRIS I,NY005011020,1885,98.0,10456,1465 Washington Ave Apt
2022,RICHMOND TERRACE,NY005011170,866,90.0,10301,145 Cassidy Pl
2022,"W.S.U.R. SITES A, B & C",NY005011270,978,94.0,10025,201 W 93rd St
2022,TOMPKINS,NY005011310,1045,98.0,11206,760 Park Ave
2022,1010 E. 178TH ST.,NY005011330,218,98.0,10460,1010 E 178th St
2022,J.L. ELLIOT,NY005011340,685,95.0,10001,288 10th Ave
2022,ELEANOR ROOSEVELT I,NY005011350,1102,97.0,11206,109 Lewis Ave
2022,BOSTON-SECOR,NY005011380,538,97.0,10475,3555 Bivona St
2022,STANLEY ISAACS,NY005011390,1322,97.0,10128,405 E 92nd St
2022,DANIEL WEBSTER,NY005011410,812,97.0,10456,1260 Webster Ave Apt
2022,JOHN P. MITCHEL,NY005011450,1730,96.0,10454,225 Willis Ave
2022,NATHAN STRAUS,NY005011530,267,96.0,10016,224 E 28th St
2022,OCEAN HILL APTS,NY005011620,361,96.0,11233,33 Saratoga Ave
2022,WYCKOFF GARDENS,NY005011630,827,97.0,11238,487 Carlton Ave Apt
2022,GERALD J.CAREY GARDENS,NY005011660,1254,94.0,11224,2946 W 23rd St
2022,WILLIAM REID APTS,NY005011670,801,93.0,11203,728 E New York Ave
2022,LANGSTON HUGHES APTS,NY005011680,1027,94.0,11212,393 Powell St
2022,SETH LOW,NY005011690,975,97.0,11212,157 Belmont Ave
2022,SURFSIDE GARDENS,NY005011700,1504,96.0,11224,2926 W 25th St
2022,GRAVESEND,NY005011720,1324,93.0,11224,2950 W 35th St
2022,LEWIS H. LATIMER GARDENS,NY005011860,918,97.0,11354,3425 Linden Pl Apt
2022,PENNSYLVANIA/WORTMAN AVES,NY005011940,286,93.0,11239,77 Vandalia Ave
2022,FT INDEPENDENCE/HEATH AVE,NY005012020,574,96.0,10463,3340 Bailey Ave
2022,FHA REPOSSESSED HOUSES V,NY005012090,199,55.0,11208,305 Atkins Ave
2022,STUYVESANT GARDENS I,NY005012210,479,95.0,11221,150 Malcolm X Blvd
2022,TWIN PARKS WEST SITES 1&2,NY005012270,458,97.0,10457,2111 Lafontaine Ave
2022,TAYLOR ST/WYTHE AVE,NY005012340,525,99.0,11249,626 Wythe Pl
2022,U.P.A.C.A. URA (SITE 5),NY005012410,615,93.0,10035,1980 Lexington Ave
2022,BORINQUEN PLAZA STAGE I,NY005012430,934,96.0,11206,60 Moore St
2022,MARCUS GARVEY (GROUP A),NY005012520,520,94.0,11212,10 Amboy St
2022,PEDRO A. CAMPOS PLAZA II,NY005012570,224,97.0,10009,612 E 14th St
2022,UNITY PLAZA SITES 4-27,NY005012610,857,93.0,11207,390 Georgia Ave
2022,ANDREW JACKSON,NY005012670,1711,96.0,10451,3135 Park Ave
2022,SACK-WERN HOUSES,NY005012800,812,96.0,10473,1710 Lafayette Ave
2022,LOWER EAST SIDE II,NY005012920,475,97.0,10009,251 E 3rd St
2022,CLAREMONT GROUP IV,NY005013080,741,93.0,10456,1020 College Ave
2022,TAFT REHAB 201-203 W. 117,NY005013170,268,97.0,10026,203 W 117th St
2022,UNIVERSITY AVE REHAB,NY005013410,414,99.0,10453,1925 University Ave
2022,UNION AVE/E 163RD SITE 5,NY005013420,912,96.0,10459,950 Union Ave
2022,HOWARD AVE/PARK PLACE,NY005013510,891,96.0,11233,2041 Pacific St Apt
2022,LOWER EAST SIDE III,NY005013590,104,99.0,10024,154 W 84th St
2022,WEST FARMS ROAD,NY005015300,830,97.0,10459,1317 W Farms Rd
2022,HIGHBRDGE REHAB/ANDERSON AVE,NY005015310,20,,10459,1143 Longfellow Ave
2022,MARBLE HILL,NY005020490,1425,96.0,10463,5210 Broadway
2022,CASTLE HILL,NY005020800,1617,97.0,10473,535 Havemeyer Ave
2022,MANHATTANVILLE,NY005020810,1068,96.0,10027,1470 Amsterdam Ave
2022,MARLBORO,NY005020830,1413,96.0,11223,29 Avenue W
2022,BUSHWICK,NY005020860,1011,97.0,11206,869 Flushing Ave
2022,BAY VIEW,NY005020920,1268,97.0,11236,5995 Shore Pkwy
2022,SAINT MARY'S PARK,NY005020930,797,95.0,10455,595 Trinity Ave
2022,RUTGERS,NY005020990,619,96.0,10002,160 Madison St
2022,DREW HAMILTON,NY005021110,928,97.0,10030,200 W 143rd St
2022,STAPLETON,NY005021140,565,93.0,10304,27 Warren St
2022,CHELSEA,NY005021340,357,96.0,10001,415 W 25th St
2022,AMSTERDAM ADDITION,NY005021870,149,95.0,10023,240 W 65th St
2022,FREDERICK SAMUEL (CITY),NY005023770,559,94.0,10030,2441 Ac Powell Blvd
2022,1070 Washington Avenue,NY005024000,21,,10456,1070 Washington Ave
2022,PROSPECT PLAZA PHASE I,NY005025000,38,100.0,11233,1765 Prospect Pl
2022,PROSPECT PLAZA PHASE II,NY005025001,42,100.0,11233,396 Saratoga Ave
2022,MISSING,NY005026001,147,,10026,234 W 114th St Apt 111
2022,REV. MADDEN SR. CTZ. APTS,NY023000002,150,100.0,11520,240 S Main St
2022,DR E MITCHELL MALLETTE,NY023000003,100,100.0,11520,100 N Main St
2022,NEWBRIDGE GARDENS,NY046000001,354,96.0,11575,2 Babylon Tpke Apt 1
2022,PARK GARDENS,NY046000003,106,95.0,11572,2900 Rockaway Ave Apt 1A
2022,INWOOD GARDENS,NY046000004,369,97.0,11096,82 Saint George Pl
2022,MEADOWBROOK GARDENS,NY046000005,104,78.0,11010,1170 Martha Pl Apt 1
2022,CHANNEL PARK HOMES,NY050001001,108,97.0,11561,500 Centre St
2022,SOL SCHER APTS,NY050002001,266,97.0,11561,225 W Park Ave
2022,DALY and KENNEDY HGTS HOME,NY069000001,212,91.0,11542,8 Mason Dr
2022,TOTTEN TOWERS,NY085000001,105,88.0,11550,20 Totten St
2022,GEN D MACARTHUR SR,NY085000002,176,90.0,11550,260 Clinton St
2022,ROCKVILLE MANOR,NY100000001,50,98.0,11570,579 Merrick Rd
2022,GREAT NECK SNR CZNS HSG,NY144000001,75,99.0,11023,700 Middle Neck Rd
2023,RED HOOK I (EAST),NY005000040,1405,92.0,11231,624 Clinton St
2023,INGERSOLL,NY005000140,1711,94.0,11205,46 Saint Edwards St
2023,BROWNSVILLE,NY005000160,1324,95.0,11212,275 Blake Ave
2023,J.W. JOHNSON,NY005000170,1297,96.0,10029,1839 Lexington Ave
2023,LINCOLN,NY005000200,1282,94.0,10037,60 E 135th St
2023,MARCY,NY005000210,1706,97.0,11206,542 Marcy Ave
2023,WALD,NY005000230,1861,97.0,10009,30 Avenue D
2023,LESTER W. PATTERSON,NY005000240,1788,95.0,10451,281 E 143rd St
2023,GOWANUS,NY005000250,1134,97.0,11217,417 Baltic St
2023,GOVERNOR SMITH,NY005000270,1934,96.0,10038,20 Catherine Slip
2023,FARRAGUT,NY005000290,1389,96.0,11201,237 Nassau St
2023,WOODSIDE,NY005000330,1356,96.0,11377,5030 Broadway
2023,RALPH J. RANGEL,NY005000370,983,95.0,10039,159-44 Harlem River Dr
2023,ST NICHOLAS,NY005000380,1522,95.0,10027,230 W 129th St
2023,DYCKMAN,NY005000410,1167,96.0,10034,3716 10th Ave
2023,GLENWOOD,NY005000440,1187,96.0,11234,937 E 56th St
2023,GEN. CHARLES W. BERRY,NY005000520,1008,93.0,10306,1754 Richmond Rd
2023,POMONOK,NY005000530,2070,97.0,11365,7040 Parsons Blvd
2023,REDFERN,NY005000550,603,93.0,11691,1302 Redfern Ave
2023,BREUKELEN,NY005000560,1594,95.0,11236,757 E 103rd St
2023,CARVER,NY005000580,1246,97.0,10029,65 E 99th St
2023,FOREST,NY005000590,1965,95.0,10456,750 E 163rd St
2023,VAN DYKE I,NY005000610,1599,95.0,11212,414 Sutter Ave
2023,BREVOORT,NY005000650,894,96.0,11233,1865 Fulton St
2023,COOPER PARK,NY005000690,699,96.0,11211,401 Morgan Ave
2023,SOUNDVIEW,NY005000710,1257,97.0,10473,1704 Seward Ave
2023,HOWARD,NY005000720,1812,95.0,11212,275 Livonia Ave
2023,MARINERS HARBOR,NY005000770,606,94.0,10303,20 Roxbury St
2023,HIGHBRIDGE GARDENS,NY005000780,699,95.0,10452,1075 University Ave
2023,RED HOOK II,NY005000790,1464,91.0,11231,82 Dwight St
2023,GENERAL GRANT,NY005000870,1940,96.0,10027,3170 Broadway
2023,JAMES MONROE,NY005000880,1101,95.0,10473,1785 Story Ave
2023,LOUIS HEATON PINK,NY005000890,1500,96.0,11208,1209 Loring Ave
2023,HERBERT H. LEHMAN VILLAGE,NY005001010,617,99.0,10029,80 E 110th St
2023,BUTLER,NY005001130,1476,95.0,10456,1348 Webster Ave
2023,JOHN ADAMS,NY005001180,925,95.0,10455,680 Tinton Ave
2023,MOTT HAVEN,NY005001210,992,94.0,10454,383 E 141st St Apt
2023,LAFAYETTE,NY005001220,882,95.0,11238,433 Lafayette Ave Apt
2023,DE WITT CLINTON,NY005001230,748,97.0,10029,1760 Lexington Ave
2023,ROBERT FULTON,NY005001360,944,95.0,10011,418 W 17th St
2023,POLO GROUNDS TOWERS,NY005001490,1614,93.0,10039,2931 8th Ave
2023,BCH.41 ST/BCH. CHANNEL DR,NY005001650,712,92.0,11691,438 Beach 40th St
2023,WHITMAN,NY005005140,1636,94.0,11205,81 N Portland Ave
2023,PSS Grandparent Family Apartments,NY005005600,50,,10459,951 Prospect Ave
2023,VLADECK,NY005010060,1763,95.0,10002,622 Water St
2023,SOUTH JAMAICA II,NY005010080,1040,94.0,11433,10616 159th St
2023,EAST RIVER,NY005010090,2072,93.0,10029,2029 2nd Ave
2023,KINGSBOROUGH,NY005010100,1342,92.0,11233,447 Kingsborough 4th Walk
2023,WEST BRIGHTON I & II,NY005010130,633,83.0,10310,820 Henderson Ave
2023,JACOB RIIS,NY005010180,1764,96.0,10009,1141 FDR Dr
2023,AMSTERDAM,NY005010220,1459,96.0,10019,530 W 55th St
2023,MELROSE,NY005010280,1242,96.0,10451,321 E 153rd St
2023,KING TOWERS,NY005010300,1374,96.0,10026,1370 5th Ave
2023,ALBANY I & II,NY005010310,1221,94.0,11213,1191 Park Pl
2023,BRONX RIVER & ADDITION,NY005010320,1551,91.0,10472,1350 Manor Ave
2023,EASTCHESTER GARDENS,NY005010340,1054,93.0,10461,3033 Middletown Rd
2023,SOUTH BEACH,NY005010350,697,93.0,10305,70 New Ln
2023,NOSTRAND,NY005010360,2202,95.0,11229,2263 Batchelder St
2023,PELHAM PARKWAY,NY005010390,1498,95.0,10467,2440 Boston Rd
2023,SEDGEWICK,NY005010450,931,95.0,10453,228 W Tremont Ave
2023,PARKSIDE,NY005010470,1611,96.0,10467,712 E Gun Hill Rd
2023,BARUCH,NY005010600,2390,94.0,10002,72 Columbia St Apt
2023,GEORGE WASHINGTON,NY005010620,1960,96.0,10029,110 E 99th St
2023,THROGGS NECK,NY005010630,1720,95.0,10465,560 Balcom Ave
2023,JEFFERSON,NY005010640,1659,95.0,10035,306 E 117th St
2023,JUSTICE SONIA SOTOMAYOR HOUSES,NY005010670,1722,95.0,10462,2125 Glebe Ave
2023,CYPRESS HILLS,NY005010700,1506,96.0,11208,1230 Sutter Ave
2023,SUMNER,NY005010730,1416,95.0,11206,303 Vernon Ave
2023,SEN. ROBERT F. WAGNER SR.,NY005010740,2154,96.0,10035,20 Paladino Ave
2023,HAMMEL,NY005010750,879,94.0,11692,7115 Beach Channel Dr
2023,LA GUARDIA,NY005010760,1491,96.0,10002,286 South St
2023,FREDERICK DOUGLASS & ADD.,NY005010820,2350,96.0,10025,870 Columbus Ave
2023,MILL BROOK & EXTENSION,NY005010840,1377,95.0,10454,600 E 137th St
2023,HYLAN,NY005010860,209,96.0,11206,131 Moore St
