year,name,hud_code,pha_entity,address,city,zip,latitude,longitude,total_units,pct_occupied,people_per_unit,people_total,pct_reported,months_since_report,pct_movein,months_from_movein,months_waiting,hh_income,rent_per_month,pct_lt30_median,pct_female_head,pct_female_head_child,pct_disabled_all,pct_age62plus,pct_minority,pct_black_nonhsp,pct_hispanic,pct_overhoused
2019,DALY and KENNEDY HGTS HOME,NY069000001,NY New York NY069000001 DALY and KENNEDY HGTS HOME,8 Mason Dr,Glen Cove,11542,40.855,,209.0,91.0,2.5,360.0,75.0,9.0,2.0,154.0,43.0,30785.0,750.0,59.0,79.0,31.0,9.0,40.0,84.0,24.0,60.0,6.0
2019,TOTTEN TOWERS,NY085000001,NY New York NY085000001 TOTTEN TOWERS,20 Totten St,Hempstead,11550,40.701188,,105.0,95.0,1.4,144.0,100.0,8.0,5.0,163.0,22.0,20809.0,500.0,78.0,69.0,12.0,44.0,60.0,98.0,87.0,11.0,6.0
2019,GEN D MACARTHUR SR,NY085000002,NY New York NY085000002 GEN D MACARTHUR SR,260 Clinton St,Hempstead,11550,40.713877,,176.0,95.0,1.4,228.0,100.0,8.0,7.0,126.0,30.0,17100.0,405.0,83.0,67.0,9.0,45.0,59.0,95.0,85.0,10.0,2.0
2019,ROCKVILLE MANOR,NY100000001,NY New York NY100000001 ROCKVILLE MANOR,579 Merrick Rd,Rockville Centre,11570,40.65425,,50.0,98.0,1.2,58.0,96.0,4.0,2.0,100.0,85.0,18505.0,404.0,85.0,49.0,,28.0,87.0,74.0,26.0,43.0,
2019,GREAT NECK SNR CZNS HSG,NY144000001,NY New York NY144000001 GREAT NECK SNR CZNS HSG,700 Middle Neck Rd,Great Neck,11023,40.805102,,75.0,100.0,1.2,86.0,97.0,9.0,5.0,113.0,89.0,16752.0,376.0,89.0,70.0,,20.0,92.0,37.0,14.0,16.0,
2020,WILLIAMSBURG,NY005000020,NY New York NY005000020 WILLIAMSBURG,125 Ten Eyck St,Brooklyn,11206,40.710167,,1621.0,95.0,1.9,2814.0,98.0,7.0,2.0,314.0,,22539.0,508.0,74.0,79.0,24.0,38.0,48.0,96.0,28.0,66.0,19.0
2020,RED HOOK I (EAST),NY005000040,NY New York NY005000040 RED HOOK I (EAST),624 Clinton St,Brooklyn,11231,40.673897,,1405.0,98.0,2.0,2397.0,89.0,8.0,3.0,272.0,,21471.0,510.0,73.0,80.0,29.0,35.0,37.0,98.0,44.0,46.0,19.0
2020,INGERSOLL,NY005000140,NY New York NY005000140 INGERSOLL,46 Saint Edwards St,Brooklyn,11205,40.694919,,1711.0,98.0,2.4,3837.0,95.0,7.0,3.0,251.0,,24760.0,592.0,70.0,73.0,31.0,24.0,33.0,98.0,52.0,27.0,30.0
2020,BROWNSVILLE,NY005000160,NY New York NY005000160 BROWNSVILLE,275 Blake Ave,Brooklyn,11212,40.66579,,1324.0,98.0,2.3,2909.0,96.0,7.0,3.0,275.0,,21814.0,523.0,74.0,82.0,36.0,34.0,28.0,99.0,67.0,31.0,34.0
2020,J.W. JOHNSON,NY005000170,NY New York NY005000170 J.W. JOHNSON,1829 Lexington Ave,New York,10029,40.796518,,1297.0,99.0,2.4,2927.0,97.0,7.0,2.0,309.0,,23818.0,561.0,72.0,79.0,31.0,30.0,38.0,98.0,36.0,55.0,33.0
2020,LINCOLN,NY005000200,NY New York NY005000200 LINCOLN,60 E 135th St,New York,10037,40.811693,,1282.0,98.0,2.3,2729.0,96.0,8.0,3.0,257.0,,23123.0,544.0,73.0,84.0,35.0,33.0,32.0,99.0,58.0,39.0,39.0
2020,MARCY,NY005000210,NY New York NY005000210 MARCY,542 Marcy Ave,Brooklyn,11206,40.696503,,1706.0,99.0,2.4,3704.0,92.0,8.0,2.0,300.0,,24413.0,580.0,70.0,84.0,31.0,29.0,35.0,99.0,42.0,55.0,37.0
2020,WALD,NY005000230,NY New York NY005000230 WALD,30 Avenue D,New York,10009,40.720893,,1861.0,99.0,2.1,3909.0,99.0,6.0,2.0,347.0,,23133.0,537.0,74.0,69.0,22.0,32.0,46.0,97.0,21.0,62.0,38.0
2020,LESTER W. PATTERSON,NY005000240,NY New York NY005000240 LESTER W. PATTERSON,281 E 143rd St,Bronx,10451,40.814744,,1788.0,98.0,2.3,3900.0,96.0,7.0,2.0,281.0,,21193.0,520.0,77.0,84.0,35.0,35.0,33.0,99.0,33.0,66.0,38.0
2020,GOWANUS,NY005000250,NY New York NY005000250 GOWANUS,417 Baltic St,Brooklyn,11217,40.683762,,1134.0,99.0,2.3,2550.0,98.0,7.0,2.0,341.0,,25398.0,588.0,69.0,80.0,29.0,38.0,40.0,98.0,48.0,43.0,37.0
2020,GOVERNOR SMITH,NY005000270,NY New York NY005000270 GOVERNOR SMITH,20 Catherine St,New York,10038,40.708877,,1934.0,99.0,2.1,3705.0,93.0,8.0,2.0,362.0,,23942.0,545.0,74.0,65.0,17.0,42.0,56.0,97.0,19.0,36.0,37.0
2020,FARRAGUT,NY005000290,NY New York NY005000290 FARRAGUT,237 Nassau St,Brooklyn,11201,40.698506,,1389.0,99.0,2.3,3039.0,98.0,7.0,2.0,315.0,,22566.0,533.0,74.0,78.0,28.0,32.0,38.0,98.0,57.0,30.0,35.0
2020,WOODSIDE,NY005000330,NY New York NY005000330 WOODSIDE,5030 Broadway,Queens,11377,40.754536,,1356.0,99.0,2.1,2738.0,97.0,7.0,3.0,332.0,,25877.0,599.0,67.0,76.0,25.0,35.0,46.0,92.0,36.0,45.0,40.0
2020,RALPH J. RANGEL,NY005000370,NY New York NY005000370 RALPH J. RANGEL,159-44 Harlem River Dr,New York,10039,40.833062,,983.0,99.0,2.2,2007.0,96.0,7.0,3.0,295.0,,23519.0,559.0,72.0,81.0,32.0,28.0,33.0,98.0,53.0,44.0,33.0
2020,ST NICHOLAS,NY005000380,NY New York NY005000380 ST NICHOLAS,230 W 129th St,New York,10027,40.812152,,1522.0,98.0,2.2,2956.0,90.0,8.0,1.0,319.0,,22945.0,543.0,73.0,80.0,31.0,30.0,36.0,99.0,57.0,41.0,34.0
2020,DYCKMAN,NY005000410,NY New York NY005000410 DYCKMAN,3716 10th Ave,New York,10034,40.859781,,1167.0,98.0,1.9,2133.0,99.0,7.0,1.0,317.0,,25615.0,580.0,69.0,78.0,23.0,39.0,49.0,99.0,29.0,68.0,32.0
2020,GLENWOOD,NY005000440,NY New York NY005000440 GLENWOOD,937 E 56th St,Brooklyn,11234,40.633565,,1187.0,98.0,2.1,2310.0,95.0,8.0,2.0,259.0,,25102.0,577.0,69.0,83.0,33.0,30.0,31.0,96.0,79.0,17.0,23.0
2020,GEN. CHARLES W. BERRY,NY005000520,NY New York NY005000520 GEN. CHARLES W. BERRY,1754 Richmond Rd,Staten Island,10306,40.587413,,1008.0,99.0,2.0,1886.0,97.0,7.0,3.0,257.0,,24423.0,556.0,70.0,82.0,32.0,35.0,34.0,77.0,44.0,31.0,23.0
2020,POMONOK,NY005000530,NY New York NY005000530 POMONOK,7040 Parsons Blvd,Queens,11365,40.735319,,2070.0,99.0,2.0,4045.0,98.0,5.0,4.0,267.0,,24444.0,548.0,72.0,82.0,29.0,34.0,38.0,88.0,50.0,30.0,22.0
2020,REDFERN,NY005000550,NY New York NY005000550 REDFERN,1302 Redfern Ave,Queens,11691,40.611669,,603.0,98.0,2.6,1508.0,97.0,6.0,3.0,265.0,,20386.0,494.0,78.0,85.0,43.0,33.0,24.0,97.0,66.0,29.0,31.0
2020,BREUKELEN,NY005000560,NY New York NY005000560 BREUKELEN,757 E 103rd St,Brooklyn,11236,40.648709,,1594.0,98.0,2.2,3198.0,93.0,7.0,3.0,306.0,,24151.0,570.0,69.0,84.0,32.0,29.0,33.0,99.0,74.0,24.0,36.0
2020,EDENWALD,NY005000570,NY New York NY005000570 EDENWALD,1151 E 229th St,Bronx,10466,40.885981,,2033.0,98.0,2.3,4201.0,90.0,9.0,3.0,274.0,,23795.0,569.0,72.0,85.0,38.0,32.0,29.0,98.0,42.0,55.0,36.0
2020,CARVER,NY005000580,NY New York NY005000580 CARVER,65 E 99th St,New York,10029,40.788759,,1246.0,99.0,2.1,2388.0,94.0,7.0,1.0,327.0,,24888.0,583.0,69.0,76.0,23.0,40.0,42.0,96.0,35.0,56.0,39.0
2020,FOREST,NY005000590,NY New York NY005000590 FOREST,750 E 163rd St,Bronx,10456,40.82281,,2031.0,98.0,2.2,4030.0,93.0,7.0,2.0,285.0,,21152.0,511.0,76.0,82.0,31.0,31.0,37.0,99.0,35.0,63.0,36.0
2020,VAN DYKE I,NY005000610,NY New York NY005000610 VAN DYKE I,414 Sutter Ave,Brooklyn,11212,40.667951,,1599.0,98.0,2.4,3642.0,98.0,6.0,2.0,259.0,,23769.0,572.0,70.0,84.0,39.0,30.0,25.0,99.0,69.0,29.0,29.0
2020,BREVOORT,NY005000650,NY New York NY005000650 BREVOORT,1839 Fulton St,Brooklyn,11233,40.679268,,894.0,99.0,2.1,1708.0,92.0,7.0,2.0,343.0,,26076.0,611.0,66.0,82.0,32.0,29.0,34.0,99.0,80.0,18.0,39.0
2020,COOPER PARK,NY005000690,NY New York NY005000690 COOPER PARK,401 Morgan Ave,Brooklyn,11211,40.717835,,699.0,99.0,2.2,1498.0,99.0,7.0,2.0,334.0,,23580.0,528.0,74.0,84.0,30.0,35.0,39.0,97.0,48.0,48.0,36.0
2020,SOUNDVIEW,NY005000710,NY New York NY005000710 SOUNDVIEW,1704 Seward Ave,Bronx,10473,40.818364,,1258.0,99.0,2.3,2684.0,95.0,7.0,2.0,274.0,,20709.0,491.0,79.0,81.0,31.0,36.0,33.0,98.0,35.0,62.0,35.0
2020,HOWARD,NY005000720,NY New York NY005000720 HOWARD,275 Livonia Ave,Brooklyn,11212,40.663059,,1812.0,98.0,2.4,4312.0,99.0,7.0,4.0,253.0,,21339.0,511.0,75.0,84.0,42.0,26.0,28.0,99.0,70.0,28.0,26.0
2020,MARINERS HARBOR,NY005000770,NY New York NY005000770 MARINERS HARBOR,20 Roxbury St,Staten Island,10303,40.633355,,606.0,95.0,2.4,1352.0,98.0,7.0,4.0,227.0,,22864.0,536.0,74.0,86.0,46.0,31.0,19.0,94.0,60.0,33.0,27.0
2020,HIGHBRIDGE GARDENS,NY005000780,NY New York NY005000780 HIGHBRIDGE GARDENS,1075 University Ave,Bronx,10452,40.835959,,699.0,98.0,2.3,1532.0,98.0,7.0,2.0,278.0,,21812.0,512.0,78.0,84.0,31.0,35.0,38.0,98.0,37.0,61.0,32.0
2020,RED HOOK II,NY005000790,NY New York NY005000790 RED HOOK II,82 Dwight St,Brooklyn,11231,40.676288,,1464.0,96.0,2.1,2633.0,88.0,9.0,2.0,277.0,,23529.0,559.0,72.0,78.0,32.0,33.0,34.0,97.0,47.0,45.0,21.0
2020,GENERAL GRANT,NY005000870,NY New York NY005000870 GENERAL GRANT,3170 Broadway,New York,10027,40.814883,,1940.0,99.0,2.2,4154.0,98.0,7.0,2.0,335.0,,24087.0,565.0,72.0,79.0,30.0,36.0,40.0,98.0,45.0,51.0,36.0
2020,JAMES MONROE,NY005000880,NY New York NY005000880 JAMES MONROE,1785 Story Ave,Bronx,10473,40.823543,,1101.0,99.0,2.4,2525.0,97.0,7.0,3.0,273.0,,22513.0,533.0,75.0,81.0,36.0,34.0,34.0,98.0,33.0,64.0,33.0
2020,LOUIS HEATON PINK,NY005000890,NY New York NY005000890 LOUIS HEATON PINK,1209 Loring Ave,Brooklyn,11208,40.667158,,1500.0,99.0,2.4,3462.0,97.0,7.0,2.0,257.0,,23075.0,541.0,74.0,82.0,37.0,34.0,30.0,98.0,58.0,39.0,30.0
2020,HERBERT H. LEHMAN VILLAGE,NY005001010,NY New York NY005001010 HERBERT H. LEHMAN VILLAGE,80 E 110th St,New York,10029,40.79566,,617.0,99.0,2.3,1344.0,95.0,7.0,1.0,302.0,,24576.0,581.0,72.0,75.0,28.0,25.0,39.0,99.0,35.0,59.0,29.0
2020,BUTLER,NY005001130,NY New York NY005001130 BUTLER,1348 Webster Ave,Bronx,10456,40.835079,,1476.0,99.0,2.8,3785.0,93.0,8.0,2.0,230.0,,20646.0,510.0,79.0,78.0,36.0,27.0,29.0,99.0,41.0,57.0,26.0
2020,JOHN ADAMS,NY005001180,NY New York NY005001180 JOHN ADAMS,680 Tinton Ave,Bronx,10455,40.816141,,925.0,99.0,2.4,2128.0,97.0,7.0,2.0,269.0,,20907.0,505.0,77.0,82.0,34.0,32.0,36.0,99.0,30.0,68.0,25.0
2020,MOTT HAVEN,NY005001210,NY New York NY005001210 MOTT HAVEN,383 E 141st St Apt,Bronx,10454,40.811475,,992.0,98.0,2.5,2357.0,98.0,7.0,4.0,262.0,,21833.0,529.0,76.0,80.0,40.0,32.0,31.0,98.0,40.0,58.0,25.0
2020,LAFAYETTE,NY005001220,NY New York NY005001220 LAFAYETTE,456 Dekalb Ave,Brooklyn,11205,40.690319,,880.0,98.0,2.7,2165.0,94.0,7.0,1.0,304.0,,27617.0,632.0,65.0,80.0,34.0,31.0,35.0,98.0,66.0,28.0,31.0
2020,DE WITT CLINTON,NY005001230,NY New York NY005001230 DE WITT CLINTON,1760 Lexington Ave,New York,10029,40.794331,,748.0,97.0,2.3,1620.0,98.0,7.0,2.0,309.0,,21572.0,518.0,75.0,74.0,28.0,33.0,42.0,98.0,38.0,51.0,30.0
2020,ROBERT FULTON,NY005001360,NY New York NY005001360 ROBERT FULTON,418 W 17th St,New York,10011,40.743108,,944.0,100.0,2.2,1993.0,96.0,7.0,2.0,318.0,,30993.0,655.0,66.0,68.0,21.0,38.0,44.0,89.0,24.0,50.0,22.0
2020,POLO GROUNDS TOWERS,NY005001490,NY New York NY005001490 POLO GROUNDS TOWERS,2931 8th Ave,New York,10039,40.83067,,1614.0,98.0,2.4,3721.0,97.0,7.0,3.0,280.0,,21574.0,522.0,76.0,80.0,35.0,31.0,33.0,98.0,52.0,42.0,30.0
2020,BCH.41 ST/BCH. CHANNEL DR,NY005001650,NY New York NY005001650 BCH.41 ST/BCH. CHANNEL DR,438 Beach 40th St,Queens,11691,40.596336,,712.0,97.0,2.2,1452.0,94.0,6.0,4.0,217.0,,19997.0,484.0,78.0,82.0,42.0,28.0,26.0,98.0,69.0,27.0,18.0
2020,WHITMAN,NY005005140,NY New York NY005005140 WHITMAN,81 N Portland Ave,Brooklyn,11205,40.694668,,1636.0,98.0,2.3,3595.0,98.0,6.0,3.0,266.0,,24167.0,564.0,72.0,75.0,33.0,29.0,32.0,98.0,61.0,28.0,31.0
2020,PSS Grandparent Family Apartments,NY005005600,NY New York NY005005600 PSS Grandparent Family Apartments,951 Prospect Ave,Bronx,10459,40.822349,,50.0,84.0,2.2,35.0,38.0,9.0,31.0,39.0,15.0,20431.0,501.0,81.0,81.0,63.0,0.0,63.0,100.0,31.0,69.0,19.0
2020,HARLEM RIVER,NY005010030,NY New York NY005010030 HARLEM RIVER,1945 Amsterdam Ave,New York,10032,40.832448,,1261.0,96.0,1.8,2090.0,95.0,6.0,3.0,228.0,,20862.0,492.0,76.0,72.0,24.0,40.0,52.0,98.0,44.0,52.0,13.0
2020,VLADECK,NY005010060,NY New York NY005010060 VLADECK,622 Water St,New York,10002,40.711488,,1762.0,98.0,1.9,3193.0,96.0,8.0,2.0,307.0,,23623.0,538.0,74.0,67.0,20.0,35.0,48.0,96.0,19.0,49.0,22.0
2020,SOUTH JAMAICA II,NY005010080,NY New York NY005010080 SOUTH JAMAICA II,10616 159th St,Queens,11433,40.69607,,1040.0,97.0,2.2,2150.0,97.0,6.0,3.0,263.0,,23261.0,548.0,72.0,85.0,39.0,31.0,29.0,98.0,75.0,21.0,25.0
2020,EAST RIVER,NY005010090,NY New York NY005010090 EAST RIVER,2029 2nd Ave,New York,10029,40.789609,,2072.0,96.0,2.1,4078.0,95.0,7.0,4.0,275.0,,21131.0,502.0,78.0,73.0,26.0,40.0,45.0,96.0,31.0,55.0,25.0
2020,KINGSBOROUGH,NY005010100,NY New York NY005010100 KINGSBOROUGH,447 Kingsborough 4th Walk,Brooklyn,11233,40.675565,,1342.0,98.0,2.0,2554.0,97.0,7.0,7.0,215.0,,20386.0,488.0,77.0,80.0,35.0,31.0,34.0,98.0,74.0,22.0,13.0
2020,WEST BRIGHTON I & II,NY005010130,NY New York NY005010130 WEST BRIGHTON I & II,820 Henderson Ave,Staten Island,10310,40.636481,,632.0,88.0,2.6,1393.0,99.0,7.0,4.0,205.0,,21427.0,522.0,78.0,80.0,43.0,34.0,30.0,90.0,52.0,34.0,20.0
2020,JACOB RIIS,NY005010180,NY New York NY005010180 JACOB RIIS,1141 FDR Dr,New York,10009,40.724016,,1764.0,99.0,2.2,3697.0,96.0,7.0,2.0,351.0,,27379.0,614.0,68.0,76.0,26.0,34.0,45.0,98.0,23.0,60.0,38.0
2020,AMSTERDAM,NY005010220,NY New York NY005010220 AMSTERDAM,530 W 55th St,New York,10019,40.768196,,1459.0,98.0,2.0,2783.0,99.0,7.0,4.0,355.0,,23951.0,548.0,72.0,74.0,21.0,37.0,51.0,92.0,36.0,46.0,39.0
2020,MELROSE,NY005010280,NY New York NY005010280 MELROSE,321 E 153rd St,Bronx,10451,40.820122,,1242.0,98.0,2.2,2461.0,92.0,8.0,1.0,273.0,,20811.0,501.0,76.0,79.0,29.0,33.0,42.0,98.0,33.0,64.0,36.0
2020,KING TOWERS,NY005010300,NY New York NY005010300 KING TOWERS,1370 5th Ave,New York,10026,40.799003,,1374.0,98.0,2.2,2890.0,98.0,6.0,2.0,326.0,,22099.0,521.0,75.0,78.0,29.0,34.0,36.0,97.0,57.0,37.0,36.0
2020,ALBANY I & II,NY005010310,NY New York NY005010310 ALBANY I & II,1191 Park Pl,Brooklyn,11213,40.672924,,1221.0,97.0,2.3,2664.0,97.0,7.0,3.0,263.0,,22541.0,543.0,73.0,82.0,34.0,32.0,30.0,98.0,72.0,24.0,31.0
2020,BRONX RIVER & ADDITION,NY005010320,NY New York NY005010320 BRONX RIVER & ADDITION,1350 Manor Ave,Bronx,10472,40.832661,,1552.0,98.0,2.1,3107.0,96.0,8.0,4.0,253.0,,18676.0,448.0,81.0,77.0,28.0,39.0,44.0,98.0,31.0,67.0,30.0
2020,EASTCHESTER GARDENS,NY005010340,NY New York NY005010340 EASTCHESTER GARDENS,3033 Middletown Rd,Bronx,10461,40.844389,,1054.0,99.0,2.1,2116.0,98.0,7.0,4.0,299.0,,20477.0,493.0,76.0,81.0,30.0,43.0,43.0,97.0,41.0,55.0,35.0
2020,SOUTH BEACH,NY005010350,NY New York NY005010350 SOUTH BEACH,70 New Ln,Staten Island,10305,40.612577,,697.0,98.0,1.8,1196.0,99.0,6.0,4.0,225.0,,18760.0,447.0,81.0,74.0,19.0,42.0,57.0,62.0,26.0,29.0,24.0
2020,NOSTRAND,NY005010360,NY New York NY005010360 NOSTRAND,2263 Batchelder St,Brooklyn,11229,40.597321,,2202.0,98.0,2.1,4442.0,97.0,6.0,4.0,254.0,,23211.0,541.0,73.0,80.0,32.0,32.0,36.0,84.0,51.0,25.0,31.0
2020,PELHAM PARKWAY,NY005010390,NY New York NY005010390 PELHAM PARKWAY,2440 Boston Rd,Bronx,10467,40.862386,,1498.0,99.0,1.8,2657.0,98.0,7.0,3.0,284.0,,22239.0,526.0,72.0,79.0,25.0,34.0,46.0,94.0,35.0,58.0,25.0
2020,SEDGEWICK,NY005010450,NY New York NY005010450 SEDGEWICK,228 W Tremont Ave,Bronx,10453,40.852713,,931.0,98.0,1.7,1548.0,98.0,6.0,2.0,264.0,,18837.0,460.0,79.0,76.0,21.0,25.0,53.0,99.0,33.0,65.0,25.0
2020,BELMONT SUTTER AREA,NY005010460,NY New York NY005010460 BELMONT SUTTER AREA,455 Barbey St,Brooklyn,11207,40.671505,,72.0,99.0,2.5,164.0,93.0,8.0,,228.0,,27179.0,617.0,70.0,89.0,38.0,31.0,24.0,100.0,64.0,36.0,29.0
2020,PARKSIDE,NY005010470,NY New York NY005010470 PARKSIDE,712 E Gun Hill Rd,Bronx,10467,40.877065,,1611.0,98.0,2.0,2985.0,96.0,7.0,3.0,268.0,,22811.0,536.0,72.0,79.0,31.0,37.0,37.0,98.0,45.0,53.0,26.0
2020,BARUCH,NY005010600,NY New York NY005010600 BARUCH,72 Columbia St Apt,New York,10002,40.716986,,2391.0,97.0,2.0,4353.0,92.0,7.0,2.0,354.0,,22408.0,522.0,75.0,70.0,20.0,42.0,53.0,97.0,18.0,60.0,34.0
2020,GEORGE WASHINGTON,NY005010620,NY New York NY005010620 GEORGE WASHINGTON,110 E 99th St,New York,10029,40.787955,,1960.0,98.0,2.1,3953.0,96.0,7.0,2.0,325.0,,25039.0,577.0,71.0,77.0,28.0,30.0,42.0,97.0,32.0,54.0,30.0
2020,THROGGS NECK,NY005010630,NY New York NY005010630 THROGGS NECK,560 Balcom Ave,Bronx,10465,40.821908,,1720.0,97.0,2.1,3268.0,95.0,7.0,4.0,278.0,,21873.0,508.0,76.0,79.0,31.0,39.0,42.0,97.0,33.0,63.0,26.0
2020,JEFFERSON,NY005010640,NY New York NY005010640 JEFFERSON,306 E 117th St,New York,10035,40.79741,,1659.0,97.0,2.0,2859.0,88.0,9.0,3.0,315.0,,23953.0,549.0,73.0,78.0,24.0,41.0,47.0,97.0,29.0,63.0,34.0
2020,JUSTICE SONIA SOTOMAYOR HOUSES,NY005010670,NY New York NY005010670 JUSTICE SONIA SOTOMAYOR HOUSES,2125 Glebe Ave,Bronx,10462,40.835055,,1723.0,98.0,2.0,3313.0,97.0,7.0,4.0,284.0,,22348.0,534.0,74.0,82.0,28.0,37.0,42.0,99.0,36.0,62.0,34.0
2020,CYPRESS HILLS,NY005010700,NY New York NY005010700 CYPRESS HILLS,1230 Sutter Ave,Brooklyn,11208,40.672525,,1507.0,98.0,2.3,3195.0,95.0,8.0,3.0,255.0,,21039.0,513.0,75.0,82.0,33.0,30.0,31.0,99.0,54.0,43.0,32.0
2020,SUMNER,NY005010730,NY New York NY005010730 SUMNER,303 Vernon Ave,Brooklyn,11206,40.6959,,1416.0,98.0,2.1,2845.0,97.0,7.0,2.0,314.0,,23370.0,545.0,72.0,81.0,28.0,32.0,39.0,99.0,47.0,49.0,36.0
2020,SEN. ROBERT F. WAGNER SR.,NY005010740,NY New York NY005010740 SEN. ROBERT F. WAGNER SR.,20 Paladino Ave,New York,10035,40.800357,,2154.0,99.0,2.2,4298.0,93.0,8.0,3.0,334.0,,22472.0,533.0,75.0,80.0,29.0,39.0,38.0,98.0,43.0,51.0,38.0
2020,HAMMEL,NY005010750,NY New York NY005010750 HAMMEL,7115 Beach Channel Dr,Queens,11692,40.591844,,879.0,97.0,2.4,1937.0,95.0,7.0,3.0,236.0,,19570.0,484.0,80.0,84.0,43.0,34.0,28.0,97.0,62.0,32.0,24.0
2020,LA GUARDIA,NY005010760,NY New York NY005010760 LA GUARDIA,286 South St,Manhattan,10002,40.710664,,1491.0,99.0,2.1,3030.0,97.0,7.0,2.0,343.0,,25521.0,574.0,72.0,66.0,19.0,37.0,57.0,98.0,17.0,49.0,31.0
2020,FREDERICK DOUGLASS & ADD.,NY005010820,NY New York NY005010820 FREDERICK DOUGLASS & ADD.,870 Columbus Ave,New York,10025,40.797413,,2350.0,99.0,2.0,4477.0,94.0,7.0,2.0,328.0,,24445.0,569.0,71.0,75.0,23.0,38.0,44.0,97.0,39.0,53.0,36.0
2020,MILL BROOK & EXTENSION,NY005010840,NY New York NY005010840 MILL BROOK & EXTENSION,600 E 137th St,Bronx,10454,40.805454,,1377.0,97.0,2.2,2872.0,96.0,7.0,3.0,289.0,23.0,19224.0,466.0,81.0,81.0,36.0,34.0,33.0,98.0,34.0,64.0,36.0
2020,HYLAN,NY005010860,NY New York NY005010860 HYLAN,131 Moore St,Brooklyn,11206,40.704123,,209.0,99.0,2.1,377.0,86.0,10.0,4.0,300.0,,25581.0,588.0,66.0,85.0,33.0,36.0,40.0,99.0,40.0,58.0,26.0
2020,BAISLEY PARK,NY005010910,NY New York NY005010910 BAISLEY PARK,9233 170th St,Queens,11433,40.706214,,894.0,99.0,1.7,1455.0,98.0,6.0,5.0,217.0,,18729.0,437.0,81.0,76.0,16.0,53.0,71.0,96.0,54.0,27.0,13.0
2020,E.R. MOORE,NY005010930,NY New York NY005010930 E.R. MOORE,525 Jackson Ave,Bronx,10455,40.812611,,463.0,98.0,2.3,947.0,90.0,9.0,3.0,265.0,,22031.0,535.0,74.0,78.0,35.0,32.0,33.0,98.0,33.0,64.0,28.0
2020,SEN. ROBERT A. TAFT,NY005010970,NY New York NY005010970 SEN. ROBERT A. TAFT,1365 5th Ave,New York,10029,40.798685,,1562.0,98.0,2.0,2897.0,93.0,8.0,4.0,328.0,,24957.0,569.0,69.0,77.0,25.0,35.0,40.0,98.0,45.0,49.0,33.0
2020,OCEAN BAY (BAYSIDE),NY005010980,NY New York NY005010980 OCEAN BAY (BAYSIDE),306 Beach 56th St,Queens,11692,40.592738,,418.0,98.0,2.0,756.0,92.0,6.0,5.0,260.0,,25002.0,582.0,67.0,83.0,34.0,30.0,34.0,98.0,64.0,32.0,23.0
2020,SAMUEL GOMPERS,NY005011000,NY New York NY005011000 SAMUEL GOMPERS,100 Pitt St,New York,10002,40.718897,,1505.0,99.0,1.9,2696.0,94.0,8.0,3.0,293.0,,23878.0,538.0,75.0,67.0,15.0,41.0,63.0,92.0,17.0,45.0,22.0
2020,GOUVERNEUR MORRIS I,NY005011020,NY New York NY005011020 GOUVERNEUR MORRIS I,1465 Washington Ave Apt,Bronx,10456,40.836956,,1885.0,99.0,2.5,4621.0,98.0,7.0,2.0,270.0,,19983.0,490.0,80.0,80.0,37.0,31.0,33.0,99.0,42.0,57.0,28.0
2020,RICHMOND TERRACE,NY005011170,NY New York NY005011170 RICHMOND TERRACE,145 Cassidy Pl,Staten Island,10301,40.641992,,866.0,94.0,1.9,1557.0,98.0,7.0,3.0,151.0,,17024.0,414.0,84.0,74.0,24.0,49.0,59.0,79.0,42.0,27.0,14.0
2020,"W.S.U.R. SITES A, B & C",NY005011270,"NY New York NY005011270 W.S.U.R. SITES A, B & C",201 W 93rd St,New York,10025,40.792453,,978.0,98.0,1.8,1394.0,83.0,9.0,2.0,308.0,,24531.0,537.0,70.0,74.0,19.0,38.0,54.0,92.0,34.0,52.0,20.0
2020,TOMPKINS,NY005011310,NY New York NY005011310 TOMPKINS,760 Park Ave,Brooklyn,11206,40.697965,,1045.0,98.0,2.7,2527.0,93.0,8.0,4.0,270.0,,25535.0,601.0,72.0,80.0,37.0,34.0,32.0,99.0,50.0,47.0,32.0
2020,1010 E. 178TH ST.,NY005011330,NY New York NY005011330 1010 E. 178TH ST.,1010 E 178th St,Bronx,10460,40.841113,,218.0,100.0,2.1,436.0,97.0,8.0,3.0,247.0,,21056.0,487.0,79.0,75.0,30.0,44.0,35.0,99.0,36.0,63.0,17.0
2020,J.L. ELLIOT,NY005011340,NY New York NY005011340 J.L. ELLIOT,288 10th Ave,New York,10001,40.749912,,685.0,99.0,2.1,1309.0,93.0,6.0,3.0,312.0,,23399.0,541.0,74.0,72.0,23.0,40.0,51.0,92.0,25.0,52.0,30.0
2020,ELEANOR ROOSEVELT I,NY005011350,NY New York NY005011350 ELEANOR ROOSEVELT I,109 Lewis Ave,Brooklyn,11206,40.693764,,1102.0,99.0,2.3,2428.0,98.0,5.0,2.0,275.0,,22241.0,530.0,76.0,80.0,31.0,36.0,43.0,97.0,51.0,43.0,26.0
2020,BOSTON-SECOR,NY005011380,NY New York NY005011380 BOSTON-SECOR,3555 Bivona St,Bronx,10475,40.882409,,538.0,99.0,2.4,1262.0,99.0,6.0,2.0,257.0,,21184.0,509.0,75.0,83.0,41.0,36.0,27.0,98.0,52.0,45.0,23.0
